(
(	0	(	0.0009556935863	0	0	)	)
(	0.063	(	0.003213962135	0	0	)	)
(	0.126	(	0.008013667701	0	0	)	)
(	0.189	(	0.01679189027	0	0	)	)
(	0.252	(	0.03136798726	0	0	)	)
(	0.315	(	0.05358255374	0	0	)	)
(	0.378	(	0.08489390731	0	0	)	)
(	0.441	(	0.1263002168	0	0	)	)
(	0.504	(	0.1782616311	0	0	)	)
(	0.567	(	0.2408914174	0	0	)	)
(	0.63	(	0.3139064074	0	0	)	)
(	0.693	(	0.3966836304	0	0	)	)
(	0.756	(	0.4884797692	0	0	)	)
(	0.819	(	0.5883320509	0	0	)	)
(	0.882	(	0.6950794849	0	0	)	)
(	0.945	(	0.8077097438	0	0	)	)
(	1.008	(	0.9256069363	0	0	)	)
(	1.071	(	1.048657795	0	0	)	)
(	1.134	(	1.177251676	0	0	)	)
(	1.197	(	1.312507096	0	0	)	)
(	1.26	(	1.456392075	0	0	)	)
(	1.323	(	1.611568396	0	0	)	)
(	1.386	(	1.783961361	0	0	)	)
(	1.449	(	1.987382511	0	0	)	)
(	1.512	(	2.243465916	0	0	)	)
(	1.575	(	2.583685754	0	0	)	)
(	1.638	(	3.042036398	0	0	)	)
(	1.701	(	3.647662963	0	0	)	)
(	1.764	(	4.42624883	0	0	)	)
(	1.827	(	5.388773855	0	0	)	)
(	1.89	(	6.514559662	0	0	)	)
(	1.953	(	7.748487508	0	0	)	)
(	2.016	(	9.011787003	0	0	)	)
(	2.079	(	10.21850944	0	0	)	)
(	2.142	(	11.28776066	0	0	)	)
(	2.205	(	12.15286157	0	0	)	)
(	2.268	(	12.75066561	0	0	)	)
(	2.331	(	13.04838186	0	0	)	)
(	2.394	(	13.05386117	0	0	)	)
(	2.457	(	12.80582683	0	0	)	)
(	2.52	(	12.35331653	0	0	)	)
(	2.583	(	11.76424824	0	0	)	)
(	2.646	(	11.08820476	0	0	)	)
(	2.709	(	10.37539185	0	0	)	)
(	2.772	(	9.661545375	0	0	)	)
(	2.835	(	8.976822776	0	0	)	)
(	2.898	(	8.344089909	0	0	)	)
(	2.961	(	7.781335051	0	0	)	)
(	3.024	(	7.285252208	0	0	)	)
(	3.087	(	6.842376721	0	0	)	)
(	3.15	(	6.442953436	0	0	)	)
(	3.213	(	6.082812696	0	0	)	)
(	3.276	(	5.756291133	0	0	)	)
(	3.339	(	5.460748201	0	0	)	)
(	3.402	(	5.194095532	0	0	)	)
(	3.465	(	4.953869561	0	0	)	)
(	3.528	(	4.735744888	0	0	)	)
(	3.591	(	4.537583593	0	0	)	)
(	3.654	(	4.357141565	0	0	)	)
(	3.717	(	4.193080832	0	0	)	)
(	3.78	(	4.042810405	0	0	)	)
(	3.843	(	3.905544489	0	0	)	)
(	3.906	(	3.779102688	0	0	)	)
(	3.969	(	3.66214703	0	0	)	)
(	4.032	(	3.553318308	0	0	)	)
(	4.095	(	3.451611273	0	0	)	)
(	4.158	(	3.356176419	0	0	)	)
(	4.221	(	3.26653944	0	0	)	)
(	4.284	(	3.181864988	0	0	)	)
(	4.347	(	3.101728311	0	0	)	)
(	4.41	(	3.02566926	0	0	)	)
(	4.473	(	2.953291399	0	0	)	)
(	4.536	(	2.8846726	0	0	)	)
(	4.599	(	2.819529693	0	0	)	)
(	4.662	(	2.757940551	0	0	)	)
(	4.725	(	2.700315768	0	0	)	)
(	4.788	(	2.646662422	0	0	)	)
(	4.851	(	2.596860167	0	0	)	)
(	4.914	(	2.550767419	0	0	)	)
(	4.977	(	2.508185961	0	0	)	)
(	5.04	(	2.468705197	0	0	)	)
(	5.103	(	2.431949929	0	0	)	)
(	5.166	(	2.397191	0	0	)	)
(	5.229	(	2.364131081	0	0	)	)
(	5.292	(	2.332621509	0	0	)	)
(	5.355	(	2.302648127	0	0	)	)
(	5.418	(	2.274210933	0	0	)	)
(	5.481	(	2.245157848	0	0	)	)
(	5.544	(	2.210144067	0	0	)	)
(	5.607	(	2.164794636	0	0	)	)
(	5.67	(	2.105315099	0	0	)	)
(	5.733	(	2.026473918	0	0	)	)
(	5.796	(	1.922897971	0	0	)	)
(	5.859	(	1.794636812	0	0	)	)
(	5.922	(	1.647714852	0	0	)	)
(	5.985	(	1.489650212	0	0	)	)
(	6.048	(	1.327904382	0	0	)	)
(	6.111	(	1.167588552	0	0	)	)
(	6.174	(	1.013927182	0	0	)	)
(	6.237	(	0.8712952238	0	0	)	)
(	6.3	(	0.7410448068	0	0	)	)
(	6.363	(	0.6253350907	0	0	)	)
(	6.426	(	0.5271110277	0	0	)	)
(	6.489	(	0.4462310334	0	0	)	)
(	6.552	(	0.3787732247	0	0	)	)
(	6.615	(	0.3216439859	0	0	)	)
(	6.678	(	0.2732434151	0	0	)	)
(	6.741	(	0.2319220561	0	0	)	)
(	6.804	(	0.1964198092	0	0	)	)
