(
(	6.867	(	0.1662411295	0	0	)	)
(	6.93	(	0.1408196801	0	0	)	)
(	6.993	(	0.1192068467	0	0	)	)
(	7.056	(	0.1007725793	0	0	)	)
(	7.119	(	0.08512044208	0	0	)	)
(	7.182	(	0.07184692005	0	0	)	)
(	7.245	(	0.0605484981	0	0	)	)
(	7.308	(	0.05099864145	0	0	)	)
(	7.371	(	0.0429566569	0	0	)	)
(	7.434	(	0.03609690071	0	0	)	)
(	7.497	(	0.03027070944	0	0	)	)
(	7.56	(	0.02531526122	0	0	)	)
(	7.623	(	0.02106773417	0	0	)	)
(	7.686	(	0.01745733618	0	0	)	)
(	7.749	(	0.01440619591	0	0	)	)
(	7.812	(	0.01182228362	0	0	)	)
(	7.875	(	0.009641886404	0	0	)	)
(	7.938	(	0.007772974502	0	0	)	)
(	8.001	(	0.006222627128	0	0	)	)
(	8.064	(	0.004905893743	0	0	)	)
(	8.127	(	0.003751982228	0	0	)	)
(	8.19	(	0.002753813371	0	0	)	)
(	8.253	(	0.001904307961	0	0	)	)
(	8.316	(	0.001217624421	0	0	)	)
(	8.379	(	0.0006866835398	0	0	)	)
(	8.442	(	0.0003539605875	0	0	)	)
(	8.505	(	0.0003539605875	0	0	)	)
(	8.568	(	0.0003539605875	0	0	)	)
(	8.631	(	0.0003539605875	0	0	)	)
(	8.694	(	0.0003539605875	0	0	)	)
(	8.757	(	0.0003539605875	0	0	)	)
);
		
